date,quarterhour,from_station,to_station,direction,link_load
02/04/2019,0230,South Ruislip,Northolt,EB,0.0
02/04/2019,0245,South Ruislip,Northolt,EB,0.0
02/04/2019,0300,South Ruislip,Northolt,EB,0.0
02/04/2019,0315,South Ruislip,Northolt,EB,0.0
02/04/2019,0330,South Ruislip,Northolt,EB,0.0
02/04/2019,0345,South Ruislip,Northolt,EB,0.0
02/04/2019,0400,South Ruislip,Northolt,EB,0.0
02/04/2019,0415,South Ruislip,Northolt,EB,0.0
02/04/2019,0430,South Ruislip,Northolt,EB,0.0
02/04/2019,0445,South Ruislip,Northolt,EB,0.0
02/04/2019,0500,South Ruislip,Northolt,EB,20.48121147809363
02/04/2019,0515,South Ruislip,Northolt,EB,31.209465109476007
02/04/2019,0530,South Ruislip,Northolt,EB,58.51774708026752
02/04/2019,0545,South Ruislip,Northolt,EB,89.72721218974353
02/04/2019,0600,South Ruislip,Northolt,EB,104.3566489598104
02/04/2019,0615,South Ruislip,Northolt,EB,156.04732554738004
02/04/2019,0630,South Ruislip,Northolt,EB,200.9109316422518
02/04/2019,0645,South Ruislip,Northolt,EB,251.62631244515032
02/04/2019,0700,South Ruislip,Northolt,EB,296.4899185400221
02/04/2019,0715,South Ruislip,Northolt,EB,395.9700885764768
02/04/2019,0730,South Ruislip,Northolt,EB,380.3653560217388
02/04/2019,0745,South Ruislip,Northolt,EB,431.08073682463737
02/04/2019,0800,South Ruislip,Northolt,EB,378.4147644523966
02/04/2019,0815,South Ruislip,Northolt,EB,367.6865108210142
02/04/2019,0830,South Ruislip,Northolt,EB,278.93459441594183
02/04/2019,0845,South Ruislip,Northolt,EB,256.50279136850594
02/04/2019,0900,South Ruislip,Northolt,EB,174.57794545613143
02/04/2019,0915,South Ruislip,Northolt,EB,167.75087496343355
02/04/2019,0930,South Ruislip,Northolt,EB,126.78845200724628
02/04/2019,0945,South Ruislip,Northolt,EB,99.48017003645478
02/04/2019,1000,South Ruislip,Northolt,EB,89.72721218974353
02/04/2019,1015,South Ruislip,Northolt,EB,78.02366277369002
02/04/2019,1030,South Ruislip,Northolt,EB,78.99895855836115
02/04/2019,1045,South Ruislip,Northolt,EB,62.41893021895201
02/04/2019,1100,South Ruislip,Northolt,EB,62.41893021895201
02/04/2019,1115,South Ruislip,Northolt,EB,60.46833864960976
02/04/2019,1130,South Ruislip,Northolt,EB,65.34481757296538
02/04/2019,1145,South Ruislip,Northolt,EB,51.69067658756964
02/04/2019,1200,South Ruislip,Northolt,EB,52.665972372240766
02/04/2019,1215,South Ruislip,Northolt,EB,52.665972372240766
02/04/2019,1230,South Ruislip,Northolt,EB,58.51774708026752
02/04/2019,1245,South Ruislip,Northolt,EB,46.814197664214014
02/04/2019,1300,South Ruislip,Northolt,EB,47.78949344888514
02/04/2019,1315,South Ruislip,Northolt,EB,45.83890187954289
02/04/2019,1330,South Ruislip,Northolt,EB,50.715380802898515
02/04/2019,1345,South Ruislip,Northolt,EB,39.987127171516136
02/04/2019,1400,South Ruislip,Northolt,EB,41.93771874085839
02/04/2019,1415,South Ruislip,Northolt,EB,42.91301452552951
02/04/2019,1430,South Ruislip,Northolt,EB,51.69067658756964
02/04/2019,1445,South Ruislip,Northolt,EB,44.86360609487176
02/04/2019,1500,South Ruislip,Northolt,EB,50.715380802898515
02/04/2019,1515,South Ruislip,Northolt,EB,56.56715551092527
02/04/2019,1530,South Ruislip,Northolt,EB,60.46833864960976
02/04/2019,1545,South Ruislip,Northolt,EB,65.34481757296538
02/04/2019,1600,South Ruislip,Northolt,EB,68.27070492697877
02/04/2019,1615,South Ruislip,Northolt,EB,73.1471838503344
02/04/2019,1630,South Ruislip,Northolt,EB,78.02366277369002
02/04/2019,1645,South Ruislip,Northolt,EB,92.6530995437569
02/04/2019,1700,South Ruislip,Northolt,EB,88.7519164050724
02/04/2019,1715,South Ruislip,Northolt,EB,95.57898689777028
02/04/2019,1730,South Ruislip,Northolt,EB,94.60369111309915
02/04/2019,1745,South Ruislip,Northolt,EB,82.90014169704564
02/04/2019,1800,South Ruislip,Northolt,EB,68.27070492697877
02/04/2019,1815,South Ruislip,Northolt,EB,59.49304286493864
02/04/2019,1830,South Ruislip,Northolt,EB,58.51774708026752
02/04/2019,1845,South Ruislip,Northolt,EB,46.814197664214014
02/04/2019,1900,South Ruislip,Northolt,EB,45.83890187954289
02/04/2019,1915,South Ruislip,Northolt,EB,38.036535602173885
02/04/2019,1930,South Ruislip,Northolt,EB,36.085944032831634
02/04/2019,1945,South Ruislip,Northolt,EB,22.43180304743588
02/04/2019,2000,South Ruislip,Northolt,EB,21.456507262764756
02/04/2019,2015,South Ruislip,Northolt,EB,18.53061990875138
02/04/2019,2030,South Ruislip,Northolt,EB,18.53061990875138
02/04/2019,2045,South Ruislip,Northolt,EB,14.62943677006688
02/04/2019,2100,South Ruislip,Northolt,EB,14.62943677006688
02/04/2019,2115,South Ruislip,Northolt,EB,14.62943677006688
02/04/2019,2130,South Ruislip,Northolt,EB,15.604732554738003
02/04/2019,2145,South Ruislip,Northolt,EB,12.678845200724629
02/04/2019,2200,South Ruislip,Northolt,EB,13.654140985395754
02/04/2019,2215,South Ruislip,Northolt,EB,11.703549416053503
02/04/2019,2230,South Ruislip,Northolt,EB,11.703549416053503
02/04/2019,2245,South Ruislip,Northolt,EB,9.752957846711253
02/04/2019,2300,South Ruislip,Northolt,EB,10.728253631382378
02/04/2019,2315,South Ruislip,Northolt,EB,7.802366277369002
02/04/2019,2330,South Ruislip,Northolt,EB,6.827070492697877
02/04/2019,2345,South Ruislip,Northolt,EB,3.901183138684501
02/04/2019,0000,Northolt,Greenford,EB,2.882969609346318
02/04/2019,0015,Northolt,Greenford,EB,1.921979739564212
02/04/2019,0030,Northolt,Greenford,EB,0.960989869782106
02/04/2019,0045,Northolt,Greenford,EB,0.0
02/04/2019,0100,Northolt,Greenford,EB,0.0
02/04/2019,0115,Northolt,Greenford,EB,0.0
02/04/2019,0130,Northolt,Greenford,EB,0.0
02/04/2019,0145,Northolt,Greenford,EB,0.0
02/04/2019,0200,Northolt,Greenford,EB,0.0
02/04/2019,0215,Northolt,Greenford,EB,0.0
02/04/2019,0230,Northolt,Greenford,EB,0.0
02/04/2019,0245,Northolt,Greenford,EB,0.0
02/04/2019,0300,Northolt,Greenford,EB,0.0
02/04/2019,0315,Northolt,Greenford,EB,0.0
02/04/2019,0330,Northolt,Greenford,EB,0.0
02/04/2019,0345,Northolt,Greenford,EB,0.0
02/04/2019,0400,Northolt,Greenford,EB,0.0
02/04/2019,0415,Northolt,Greenford,EB,0.0
02/04/2019,0430,Northolt,Greenford,EB,0.0
02/04/2019,0445,Northolt,Greenford,EB,0.0
02/04/2019,0500,Northolt,Greenford,EB,55.737412447362146
02/04/2019,0515,Northolt,Greenford,EB,90.33304775951795
02/04/2019,0530,Northolt,Greenford,EB,121.08472359254536
02/04/2019,0545,Northolt,Greenford,EB,205.65183213337068
02/04/2019,0600,Northolt,Greenford,EB,316.1656671583129
02/04/2019,0615,Northolt,Greenford,EB,385.35693778262447
02/04/2019,0630,Northolt,Greenford,EB,468.9630564536677
02/04/2019,0645,Northolt,Greenford,EB,551.6081852549288
02/04/2019,0700,Northolt,Greenford,EB,591.9697597857773
02/04/2019,0715,Northolt,Greenford,EB,628.4873748374973
