Link,Line,Dir,Order,From NLC,From ASC,From Station,To NLC,To ASC,To Station,Total,Early     ,AM Peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200,0200-0215,0215-0230,0230-0245,0245-0300,0300-0315,0315-0330,0330-0345,0345-0400,0400-0415,0415-0430,0430-0445,0445-0500
WRPu_CEN_EB>RUGu_CEN_EB@CEN,Central,EB,1,762,WRPu,West Ruislip,692,RUGu,Ruislip Gardens,677,96,195,198,146,33,9,3,6,8,10,14,15,19,21,24,20,23,18,19,18,17,14,14,10,9,9,8,6,7,6,6,5,6,5,6,7,9,9,9,8,7,7,7,7,8,10,10,13,16,16,15,15,14,14,15,14,15,12,10,9,7,6,5,5,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUGu_CEN_EB>SRPu_CEN_EB@CEN,Central,EB,2,692,RUGu,Ruislip Gardens,710,SRPu,South Ruislip,1 215,218,381,342,201,55,17,5,8,16,23,33,38,48,47,48,46,48,39,36,34,28,23,22,22,19,15,13,12,13,11,12,12,13,10,11,12,15,14,15,15,15,11,11,12,15,15,18,20,24,22,21,20,21,19,20,21,19,16,14,12,10,9,8,6,6,5,5,4,5,4,4,3,3,2,2,2,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRPu_CEN_EB>NHTu_CEN_EB@CEN,Central,EB,3,710,SRPu,South Ruislip,657,NHTu,Northolt,2 043,379,705,530,313,89,27,8,14,28,42,50,67,80,89,94,104,89,85,66,56,43,42,34,35,32,26,24,22,24,20,21,20,21,17,17,17,21,20,21,22,24,19,19,19,24,23,26,28,30,30,30,31,31,35,31,32,30,25,20,17,17,14,14,11,11,7,7,7,7,6,5,5,5,4,4,4,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHTu_CEN_EB>GFDu_CEN_EB@CEN,Central,EB,4,657,NHTu,Northolt,589,GFDu,Greenford,5 290,1 155,1 817,1 298,750,212,57,32,53,92,119,180,204,235,238,250,228,224,207,177,166,150,107,85,92,72,60,58,58,49,49,47,48,45,43,42,45,46,47,48,52,52,53,53,57,59,63,68,68,74,73,72,70,72,66,69,72,62,66,62,54,43,41,32,26,22,19,19,16,15,15,15,12,11,10,11,9,8,8,7,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFDu_CEN_EB>PERu_CEN_EB@CEN,Central,EB,5,589,GFDu,Greenford,673,PERu,Perivale,7 646,1 772,2 622,1 742,1 112,305,93,27,78,121,185,285,323,350,402,393,347,345,300,237,204,178,147,132,124,114,101,80,78,67,66,63,64,61,59,58,62,64,63,63,65,67,68,69,74,77,82,86,92,102,113,107,110,114,110,99,104,98,87,84,77,66,57,49,37,31,27,23,23,20,20,19,21,18,17,16,17,13,12,10,8,6,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERu_CEN_EB>HLNu_CEN_EB@CEN,Central,EB,6,673,PERu,Perivale,595,HLNu,Hanger Lane,8 613,1 951,3 040,1 922,1 237,345,118,30,86,136,209,280,368,402,440,432,444,376,330,295,256,206,183,160,132,121,106,94,87,78,77,72,71,69,68,67,68,70,72,71,71,73,75,76,76,79,84,96,101,106,122,124,121,119,130,118,117,109,103,86,84,67,61,53,45,33,34,27,24,22,23,20,20,21,23,20,21,19,16,13,10,7,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLNu_CEN_EB>NACu_CEN_EB@CEN,Central,EB,7,595,HLNu,Hanger Lane,653,NACu,North Acton,9 779,2 068,3 427,2 177,1 560,416,131,34,72,126,199,307,360,465,506,501,467,433,361,297,286,250,225,178,175,136,119,106,100,90,88,81,80,78,76,75,77,78,80,80,80,82,85,87,89,92,98,104,110,125,136,144,147,155,149,151,146,140,133,123,105,91,78,62,52,46,37,35,29,28,27,28,25,25,23,24,20,20,17,16,11,10,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBYu_CEN_EB>WACu_CEN_EB@CEN,Central,EB,8,560,EBYu,Ealing Broadway,753,WACu,West Acton,5 969,808,1 564,1 648,1 471,399,80,10,27,53,85,124,146,176,188,192,181,194,173,158,137,118,102,85,80,73,70,58,57,50,51,50,51,55,59,63,65,68,66,67,67,67,67,72,68,69,77,80,91,112,117,124,145,151,142,158,149,137,117,108,87,83,69,64,56,46,40,35,31,28,26,21,18,16,16,14,14,12,11,8,7,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WACu_CEN_EB>NACu_CEN_EB@CEN,Central,EB,9,753,WACu,West Acton,653,NACu,North Acton,6 513,846,1 720,1 827,1 585,435,100,12,30,45,91,130,154,172,212,207,204,201,197,173,152,132,118,103,85,78,71,68,58,54,53,58,50,56,61,70,64,70,69,79,67,73,72,82,68,74,84,107,114,130,146,151,138,151,161,168,150,162,134,115,93,93,69,68,58,47,43,42,31,31,28,28,20,19,18,19,15,15,14,12,9,5,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACu_CEN_EB>EACu_CEN_EB@CEN,Central,EB,10,653,NACu,North Acton,563,EACu,East Acton,17 469,2 751,5 340,4 423,3 664,1 031,260,41,89,145,272,392,504,611,695,692,672,645,582,507,457,410,343,299,275,237,220,196,173,161,158,151,141,147,151,157,155,164,169,178,172,184,186,193,180,190,203,226,231,260,297,319,320,347,369,354,348,347,318,284,256,219,184,161,132,111,99,91,79,74,70,63,53,50,49,43,38,38,34,28,24,20,13,9,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EACu_CEN_EB>WCTu_CEN_EB@CEN,Central,EB,11,563,EACu,East Acton,764,WCTu,White City,18 545,2 714,5 648,4 731,4 040,1 131,280,43,73,153,252,388,482,631,690,726,719,693,624,552,483,422,360,304,281,253,232,213,188,172,175,155,153,151,168,159,167,172,193,181,189,192,208,196,200,200,227,228,247,280,318,327,365,385,401,407,405,373,359,311,271,229,207,166,146,123,116,97,90,82,80,64,59,54,54,44,42,40,38,30,25,21,16,10,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WCTu_CEN_EB>SBCu_CEN_EB@CEN,Central,EB,12,764,WCTu,White City,700,SBCu,Shepherds Bush,20 307,2 595,5 688,5 196,5 069,1 404,355,9,57,159,234,364,506,599,667,711,711,666,635,533,492,418,387,318,298,267,251,209,198,181,175,165,163,164,179,173,180,186,204,197,202,210,228,220,225,229,256,264,292,324,369,400,435,454,509,511,505,484,470,400,349,294,258,213,173,159,143,122,111,106,95,81,72,68,63,55,50,48,44,38,33,30,22,15,9,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBCu_CEN_EB>HPKu_CEN_EB@CEN,Central,EB,13,700,SBCu,Shepherds Bush,608,HPKu,Holland Park,22 997,2 531,6 110,5 950,6 104,1 822,480,12,64,152,244,354,472,582,651,695,721,705,650,586,536,467,432,381,343,313,283,245,225,208,191,190,185,191,194,198,205,218,224,230,236,249,255,258,262,271,278,302,333,375,427,470,510,541,581,592,595,576,565,496,441,395,341,276,243,213,177,158,141,133,115,104,92,88,79,73,69,64,58,53,46,40,31,22,12,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPKu_CEN_EB>NHGu_CEN_EB@CEN,Central,EB,14,608,HPKu,Holland Park,663,NHGu,Notting Hill Gate,24 140,2 521,6 075,6 371,6 703,1 956,515,13,60,127,223,357,475,590,677,709,690,693,637,572,537,488,427,380,347,310,285,256,234,216,204,203,197,201,208,211,216,227,236,243,250,260,271,276,280,285,300,326,364,427,480,525,573,606,637,647,661,625,615,543,480,419,371,296,256,230,193,172,154,141,125,112,100,91,85,78,72,68,63,55,48,44,32,23,15,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHGu_CEN_EB>QWYu_CEN_EB@CEN,Central,EB,15,663,NHGu,Notting Hill Gate,681,QWYu,Queensway,25 924,2 334,5 735,7 055,7 842,2 314,645,4,58,124,220,320,453,533,622,659,662,633,599,528,474,454,411,377,343,317,278,257,237,222,214,214,214,211,223,227,240,244,261,268,286,286,305,310,323,320,348,372,434,482,556,604,672,686,750,750,772,721,725,641,583,493,445,352,303,260,234,205,186,162,150,131,121,107,102,95,91,82,81,72,61,54,43,28,19,12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QWYu_CEN_EB>LANu_CEN_EB@CEN,Central,EB,16,681,QWYu,Queensway,629,LANu,Lancaster Gate,27 482,2 321,5 937,7 545,8 407,2 543,729,5,60,128,208,327,462,525,607,669,674,629,618,569,507,461,441,392,357,321,298,272,262,234,236,227,226,223,236,241,254,260,278,286,304,306,327,333,348,348,378,405,454,526,580,653,708,758,783,823,797,789,755,692,617,557,476,396,341,291,254,221,201,174,161,142,132,117,114,106,98,92,88,81,69,65,49,36,22,15,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANu_CEN_EB>MARu_CEN_EB@CEN,Central,EB,17,629,LANu,Lancaster Gate,640,MARu,Marble Arch,28 470,2 289,6 082,7 839,8 790,2 677,793,6,48,110,210,308,431,543,633,662,686,676,622,576,519,480,435,404,363,346,311,290,269,245,237,238,236,234,245,253,265,270,286,298,313,315,336,344,360,364,392,422,469,537,623,682,739,796,818,836,831,825,779,747,648,585,503,429,344,308,270,233,209,187,170,151,137,122,118,113,106,97,97,86,73,65,57,39,28,19,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARu_CEN_EB>BDSu_CEN_EB@CEN,Central,EB,18,640,MARu,Marble Arch,524,BDSu,Bond Street,30 675,2 143,6 080,8 428,10 051,3 044,929,0,50,89,184,276,410,506,627,661,687,675,624,573,521,480,437,405,363,342,312,291,272,250,238,249,239,246,251,271,272,288,299,325,325,342,354,378,380,406,425,475,515,621,715,804,857,955,951,966,949,950,865,832,722,650,549,483,389,349,305,273,233,213,192,175,153,144,135,133,122,118,112,103,86,76,64,47,31,22,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDSu_CEN_EB>OXCu_CEN_EB@CEN,Central,EB,19,524,BDSu,Bond Street,669,OXCu,Oxford Circus,31 446,2 050,5 802,8 839,10 591,3 223,940,0,47,85,177,272,403,485,581,630,632,630,598,547,482,468,407,385,361,348,315,304,274,262,245,250,243,251,257,277,280,297,310,335,339,359,371,396,403,435,460,517,566,657,752,824,907,967,1 013,1 011,1 028,980,947,864,777,670,602,508,427,371,334,279,240,220,201,183,163,154,143,137,121,116,112,103,86,81,68,48,31,22,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXCu_CEN_EB>TCRu_CEN_EB@CEN,Central,EB,20,669,OXCu,Oxford Circus,728,TCRu,Tottenham Court Road,33 165,1 927,5 811,9 444,11 502,3 488,993,0,19,81,169,261,359,485,554,582,613,622,578,540,513,464,437,404,381,345,332,307,288,269,263,259,258,265,273,291,296,310,329,348,359,381,394,413,438,470,504,564,619,732,815,893,970,1 024,1 055,1 074,1 097,1 055,1 057,952,873,768,684,562,483,410,347,302,258,233,212,193,173,162,153,143,132,127,116,106,91,80,65,51,36,25,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCRu_CEN_EB>HOLu_CEN_EB@CEN,Central,EB,21,728,TCRu,Tottenham Court Road,607,HOLu,Holborn,35 467,1 886,5 642,10 115,12 732,3 939,1 153,0,25,75,177,248,366,459,535,546,595,596,562,522,497,446,407,402,379,352,337,309,282,270,262,263,270,277,293,304,319,333,358,372,392,407,429,440,470,502,555,603,682,797,926,1 011,1 088,1 170,1 182,1 194,1 178,1 188,1 129,1 069,936,856,732,624,520,459,395,339,296,265,246,220,204,190,181,165,154,144,136,123,105,94,79,59,40,29,15,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLu_CEN_EB>CYLu_CEN_EB@CEN,Central,EB,22,607,HOLu,Holborn,541,CYLu,Chancery Lane,41 063,1 967,5 911,11 520,15 369,4 877,1 419,0,30,83,166,277,377,475,559,605,618,636,601,558,518,466,423,411,379,352,343,320,293,284,280,277,287,300,320,335,356,374,404,423,444,459,487,505,542,588,664,729,833,936,1 080,1 190,1 280,1 373,1 440,1 466,1 450,1 448,1 377,1 293,1 131,1 020,901,768,643,574,499,419,371,330,302,269,248,231,221,205,191,179,162,145,130,115,95,78,55,34,18,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CYLu_CEN_EB>STPu_CEN_EB@CEN,Central,EB,23,541,CYLu,Chancery Lane,697,STPu,St Pauls,41 417,1 918,5 346,11 436,16 140,5 096,1 482,0,30,72,165,251,373,469,557,583,594,579,551,506,458,432,382,350,326,301,283,275,258,248,257,260,271,287,306,324,345,369,395,420,440,461,486,511,544,600,671,744,843,1 009,1 113,1 248,1 332,1 448,1 459,1 548,1 503,1 525,1 439,1 373,1 208,1 106,950,815,668,581,503,441,391,353,315,285,261,247,235,218,203,185,170,150,131,115,103,78,56,39,23,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STPu_CEN_EB>BNKu_CEN_EB@CEN,Central,EB,24,697,STPu,St Pauls,513,BNKu,Bank,41 945,1 683,4 678,11 590,16 986,5 416,1 591,0,13,73,138,236,320,426,477,516,510,503,466,433,391,359,343,314,295,283,265,253,247,242,242,258,267,287,303,328,345,374,396,430,445,473,491,527,552,614,680,774,861,1 040,1 160,1 316,1 394,1 546,1 542,1 627,1 584,1 613,1 493,1 448,1 276,1 163,983,858,703,614,525,477,420,381,336,309,279,264,249,234,215,202,180,164,144,126,107,84,58,41,23,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BNKu_CEN_EB>LSTu_CEN_EB@CEN,Central,EB,25,513,BNKu,Bank,634,LSTu,Liverpool Street,45 181,1 651,4 838,12 090,18 730,6 122,1 750,0,11,69,136,211,319,431,473,507,534,506,472,449,420,378,362,328,312,294,277,272,264,259,259,280,282,306,318,346,358,392,412,454,466,502,517,560,582,651,715,812,893,1 032,1 160,1 335,1 454,1 616,1 685,1 811,1 759,1 778,1 695,1 641,1 446,1 342,1 168,1 010,832,723,612,528,457,416,360,337,299,286,263,249,226,206,193,172,165,145,133,99,77,44,26,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSTu_CEN_EB>BNGu_CEN_EB@CEN,Central,EB,26,634,LSTu,Liverpool Street,520,BNGu,Bethnal Green,44 487,1 560,4 384,11 544,18 782,6 344,1 873,0,12,51,126,199,307,401,464,476,490,450,430,394,371,337,329,292,286,269,259,249,248,236,241,256,270,282,301,319,339,358,390,423,451,469,499,521,566,611,688,774,880,1 013,1 160,1 311,1 446,1 590,1 673,1 771,1 779,1 796,1 722,1 650,1 486,1 362,1 196,1 039,873,752,636,538,479,424,379,346,316,291,271,257,235,215,202,192,173,156,140,114,80,54,33,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BNGu_CEN_EB>MLEu_CEN_EB@CEN,Central,EB,27,520,BNGu,Bethnal Green,642,MLEu,Mile End,43 742,1 430,4 338,11 191,18 585,6 334,1 864,0,0,54,100,184,275,385,432,477,465,457,429,389,370,353,320,294,285,254,245,245,237,229,242,249,261,272,295,308,333,349,386,409,441,456,492,503,552,589,672,739,853,963,1 115,1 286,1 413,1 534,1 667,1 723,1 758,1 761,1 753,1 628,1 535,1 326,1 201,1 023,890,737,663,555,478,414,380,336,313,282,264,245,231,211,203,195,182,162,144,113,80,49,30,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MLEu_CEN_EB>SFDu_CEN_EB@CEN,Central,EB,28,642,MLEu,Mile End,719,SFDu,Stratford,41 029,1 354,4 528,10 554,17 269,5 753,1 571,0,0,31,71,180,254,375,444,504,473,489,451,417,380,370,330,307,290,271,247,249,231,228,233,243,246,264,273,290,304,329,351,388,406,427,448,477,501,559,620,705,796,929,1 060,1 235,1 346,1 450,1 501,1 599,1 583,1 622,1 589,1 557,1 414,1 271,1 103,974,813,682,595,508,427,378,332,303,266,246,230,216,197,184,169,158,146,132,116,95,69,43,26,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SFDu_CEN_EB>LEYu_CEN_EB@CEN,Central,EB,29,719,SFDu,Stratford,632,LEYu,Leyton,32 558,681,3 590,8 336,13 903,4 744,1 304,0,0,15,40,72,118,190,246,289,331,365,361,358,342,321,290,270,239,223,201,182,165,163,165,172,185,197,210,221,238,257,285,314,336,356,376,393,410,442,488,560,634,734,855,936,1 034,1 106,1 206,1 254,1 300,1 323,1 313,1 255,1 176,1 078,921,825,673,558,478,424,347,313,276,247,219,200,184,175,163,153,144,136,120,104,89,77,56,39,26,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LEYu_CEN_EB>LYSu_CEN_EB@CEN,Central,EB,30,632,LEYu,Leyton,633,LYSu,Leytonstone,27 400,565,3 295,6 929,11 580,3 996,1 035,0,0,5,28,57,95,160,219,262,294,326,331,329,312,302,281,245,225,208,181,163,156,141,143,151,157,163,175,184,197,211,236,259,282,297,316,331,349,365,402,459,527,595,669,782,860,922,983,1 089,1 083,1 098,1 083,1 066,955,876,783,691,574,484,421,346,296,258,232,202,182,160,150,139,129,119,110,104,93,85,74,64,46,34,20,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LYSu_CEN_EB>SNBu_CEN_EB@CEN,Central,EB,31,633,LYSu,Leytonstone,703,SNBu,Snaresbrook,10 993,273,1 625,3 007,4 422,1 355,312,0,2,9,16,26,49,72,98,132,150,162,161,158,148,142,136,128,119,98,92,76,73,67,73,73,76,82,83,86,90,98,103,113,119,129,133,142,146,159,169,185,216,242,276,333,353,364,396,423,417,414,409,393,346,294,280,240,192,162,144,116,100,91,79,69,60,54,47,44,40,39,37,32,30,25,19,15,12,8,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNBu_CEN_EB>SWFu_CEN_EB@CEN,Central,EB,32,703,SNBu,Snaresbrook,712,SWFu,South Woodford,10 284,267,1 490,2 826,4 125,1 293,284,0,2,4,16,26,48,70,99,114,136,142,154,151,143,141,133,112,97,95,74,70,67,68,66,71,71,77,78,81,83,91,95,104,109,118,122,131,137,151,161,176,204,231,267,292,326,353,378,379,396,402,380,346,328,297,248,223,196,163,134,117,93,84,73,63,55,50,43,40,37,33,31,30,25,23,20,16,11,9,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWFu_CEN_EB>WFDu_CEN_EB@CEN,Central,EB,33,712,SWFu,South Woodford,769,WFDu,Woodford,8 330,239,1 310,2 218,3 326,1 014,224,1,3,4,17,26,34,64,89,99,117,133,128,121,126,118,119,104,96,78,70,53,52,52,53,52,61,62,65,65,72,71,75,79,90,92,96,100,112,114,122,137,153,183,205,250,276,288,302,325,313,301,308,282,255,219,208,174,147,122,113,87,79,68,58,49,45,37,34,32,31,27,26,24,20,16,14,11,8,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFDu_CEN_EB>BHLu_CEN_EB@CEN,Central,EB,34,769,WFDu,Woodford,531,BHLu,Buckhurst Hill,5 806,201,1 054,1 580,2 160,662,150,1,4,6,12,24,34,47,72,88,87,101,103,97,93,101,91,91,78,67,57,48,40,40,40,40,45,46,49,50,54,52,54,55,62,61,64,66,75,76,84,99,108,129,142,168,170,197,190,201,206,200,189,189,173,140,136,118,97,83,74,62,49,41,35,30,28,23,22,20,20,17,16,15,14,11,10,9,7,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHLu_CEN_EB>LTNu_CEN_EB@CEN,Central,EB,35,531,BHLu,Buckhurst Hill,636,LTNu,Loughton,5 227,177,1 000,1 377,1 950,590,134,0,4,6,12,23,32,42,58,72,77,93,96,96,99,93,90,82,78,62,61,45,43,35,35,36,39,42,43,47,46,46,46,52,52,54,56,62,62,66,70,78,94,103,127,157,163,172,183,180,170,177,172,170,147,136,122,100,81,77,62,54,47,40,34,30,25,22,20,20,17,15,15,14,12,11,10,7,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTNu_CEN_EB>DEBu_CEN_EB@CEN,Central,EB,36,636,LTNu,Loughton,557,DEBu,Debden,3 769,128,683,1 043,1 366,449,100,0,1,2,7,12,24,35,48,57,63,60,65,63,56,59,60,55,49,53,42,37,32,31,26,30,30,30,30,34,32,33,33,38,38,40,41,47,48,51,55,61,74,77,96,99,117,124,130,126,136,125,111,115,105,91,87,80,64,55,51,40,34,29,25,23,18,16,15,15,13,12,11,11,9,8,7,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEBu_CEN_EB>THBu_CEN_EB@CEN,Central,EB,37,557,DEBu,Debden,725,THBu,Theydon Bois,2 524,63,374,689,989,330,80,1,1,1,3,5,10,17,26,32,44,45,46,40,36,26,24,20,21,21,19,19,17,17,16,17,17,18,21,20,21,22,25,24,26,27,31,29,32,34,42,44,47,60,63,74,87,90,87,92,88,78,88,82,83,72,68,54,52,39,36,30,26,19,18,16,15,13,13,10,10,9,9,8,7,7,6,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
THBu_CEN_EB>EPPu_CEN_EB@CEN,Central,EB,38,725,THBu,Theydon Bois,572,EPPu,Epping,2 127,51,310,571,825,303,69,1,1,1,2,5,8,14,21,27,32,36,34,33,30,24,21,22,18,16,18,15,15,15,16,14,14,14,17,16,17,18,20,19,20,21,25,24,26,28,35,33,41,52,55,63,68,76,73,77,73,74,68,69,65,61,58,52,43,40,32,27,23,19,16,14,13,12,11,9,9,8,7,6,6,5,5,5,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYSu_CEN_EB>WANu_CEN_EB@CEN,Central,EB,39,633,LYSu,Leytonstone,743,WANu,Wanstead,12 787,240,1 371,2 928,5 562,2 127,560,0,0,0,8,28,40,69,95,111,119,133,141,139,137,130,120,99,89,82,71,68,63,60,59,61,63,65,69,73,80,84,92,100,112,120,130,140,154,163,180,201,236,260,294,326,364,409,449,475,516,537,547,522,516,476,425,367,329,270,223,190,151,130,116,101,93,82,77,73,69,61,58,54,49,44,43,35,28,20,14,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WANu_CEN_EB>REDu_CEN_EB@CEN,Central,EB,40,743,WANu,Wanstead,684,REDu,Redbridge,12 040,189,1 312,2 587,5 339,2 054,559,0,0,0,8,16,38,49,80,106,123,126,140,132,126,115,111,100,91,73,70,60,54,50,51,52,54,57,60,66,69,74,79,91,97,105,113,127,134,145,159,186,205,234,265,324,357,380,432,476,462,497,518,515,492,466,420,370,301,248,219,175,150,129,113,103,90,82,75,73,67,63,60,52,51,46,41,33,30,19,13,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
REDu_CEN_EB>GHLu_CEN_EB@CEN,Central,EB,41,684,REDu,Redbridge,582,GHLu,Gants Hill,10 614,116,1 142,2 254,4 697,1 906,498,0,0,0,4,8,21,29,55,77,92,101,125,119,112,112,104,88,80,71,61,57,50,46,45,48,47,50,51,56,58,62,67,78,83,91,97,111,117,126,139,163,179,204,230,256,285,334,383,400,439,471,448,442,453,422,364,352,293,238,196,172,132,114,99,91,79,73,67,66,60,55,51,46,42,41,36,32,27,20,12,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GHLu_CEN_EB>NEPu_CEN_EB@CEN,Central,EB,42,582,GHLu,Gants Hill,650,NEPu,Newbury Park,7 059,77,762,1 440,3 214,1 243,323,0,0,0,2,4,13,20,38,48,64,70,77,79,81,73,70,63,52,43,41,34,32,29,30,28,29,30,33,33,34,36,42,46,52,57,67,71,77,81,95,103,117,129,155,177,206,222,258,281,277,295,318,316,305,294,265,227,188,149,136,107,89,74,70,58,53,48,45,40,39,36,33,31,30,27,24,21,17,12,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NEPu_CEN_EB>BDEu_CEN_EB@CEN,Central,EB,43,650,NEPu,Newbury Park,515,BDEu,Barkingside,4 225,40,479,891,1 863,760,192,0,0,0,1,2,4,13,19,32,39,44,50,55,48,47,43,36,29,30,26,25,23,21,19,20,21,20,23,21,21,21,26,27,30,33,41,43,46,49,61,64,74,79,85,99,107,124,133,158,161,176,179,196,190,176,164,143,121,92,83,65,56,42,41,33,29,27,26,23,24,22,20,19,17,15,14,13,10,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDEu_CEN_EB>FLPu_CEN_EB@CEN,Central,EB,44,515,BDEu,Barkingside,576,FLPu,Fairlop,3 248,25,372,656,1 455,589,152,0,0,0,0,0,2,8,14,23,32,36,40,41,39,33,32,27,25,22,22,19,15,16,14,15,16,17,16,17,17,17,18,23,25,25,28,31,35,37,41,46,49,57,63,79,87,94,104,124,126,138,150,152,140,135,125,108,88,77,60,48,40,37,33,28,26,23,19,17,19,16,16,16,14,13,12,10,8,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPu_CEN_EB>HAIu_CEN_EB@CEN,Central,EB,45,576,FLPu,Fairlop,592,HAIu,Hainault,2 603,15,274,531,1 165,488,130,0,0,0,0,0,1,3,10,18,23,28,32,29,25,24,22,20,19,18,16,15,12,12,10,11,10,13,13,13,13,16,15,17,18,22,23,25,27,33,34,38,40,51,52,57,71,77,85,92,109,105,113,118,123,111,105,94,77,62,49,43,35,29,24,22,19,18,16,15,15,15,13,12,11,10,10,9,8,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAIu_CEN_EB>GRHu_CEN_EB@CEN,Central,EB,46,592,HAIu,Hainault,587,GRHu,Grange Hill,187,12,74,35,40,18,7,0,0,1,1,2,2,3,4,3,5,8,9,8,10,9,7,4,5,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,3,3,3,2,3,4,3,3,3,4,3,3,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRHu_CEN_EB>CHGu_CEN_EB@CEN,Central,EB,47,587,GRHu,Grange Hill,544,CHGu,Chigwell,387,69,212,56,32,11,7,0,1,3,5,5,15,17,22,20,34,28,26,23,27,15,11,11,8,5,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,3,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
